,word,Tag
2732,cramp,NEG
2733,cramped,NEG
2734,cramping,NEG
2735,cranky,NEG
2736,crap,NEG
2737,crappy,NEG
2738,craps,NEG
2739,crash,NEG
2740,crashed,NEG
2741,crashes,NEG
2742,crashing,NEG
2743,crass,NEG
2744,craven,NEG
2745,cravenly,NEG
2746,craze,NEG
2747,crazily,NEG
2748,craziness,NEG
2749,crazy,NEG
2750,creak,NEG
2751,creaking,NEG
2752,creaks,NEG
2753,credulous,NEG
2754,creep,NEG
2755,creeping,NEG
2756,creeps,NEG
2757,creepy,NEG
2758,crept,NEG
2759,crime,NEG
2760,criminal,NEG
2761,cringe,NEG
2762,cringed,NEG
2763,cringes,NEG
2764,cripple,NEG
2765,crippled,NEG
2766,cripples,NEG
2767,crippling,NEG
2768,crisis,NEG
2769,critic,NEG
2770,critical,NEG
2771,criticism,NEG
2772,criticisms,NEG
2773,criticize,NEG
2774,criticized,NEG
2775,criticizing,NEG
2776,critics,NEG
2777,cronyism,NEG
2778,crook,NEG
2779,crooked,NEG
2780,crooks,NEG
2781,crowded,NEG
2782,crowdedness,NEG
2783,crude,NEG
2784,cruel,NEG
2785,crueler,NEG
2786,cruelest,NEG
2787,cruelly,NEG
2788,cruelness,NEG
2789,cruelties,NEG
2790,cruelty,NEG
2791,crumble,NEG
2792,crumbling,NEG
2793,crummy,NEG
2794,crumple,NEG
2795,crumpled,NEG
2796,crumples,NEG
2797,crush,NEG
2798,crushed,NEG
2799,crushing,NEG
2800,cry,NEG
2801,culpable,NEG
2802,culprit,NEG
2803,cumbersome,NEG
2804,cunt,NEG
2805,cunts,NEG
2806,cuplrit,NEG
2807,curse,NEG
2808,cursed,NEG
2809,curses,NEG
2810,curt,NEG
2811,cuss,NEG
2812,cussed,NEG
2813,cutthroat,NEG
2814,cynical,NEG
2815,cynicism,NEG
2816,d*mn,NEG
2817,damage,NEG
2818,damaged,NEG
2819,damages,NEG
2820,damaging,NEG
2821,damn,NEG
2822,damnable,NEG
2823,damnably,NEG
2824,damnation,NEG
2825,damned,NEG
2826,damning,NEG
2827,damper,NEG
2828,danger,NEG
2829,dangerous,NEG
2830,dangerousness,NEG
2831,dark,NEG
2832,darken,NEG
2833,darkened,NEG
2834,darker,NEG
2835,darkness,NEG
2836,dastard,NEG
2837,dastardly,NEG
2838,daunt,NEG
2839,daunting,NEG
2840,dauntingly,NEG
2841,dawdle,NEG
2842,daze,NEG
2843,dazed,NEG
2844,dead,NEG
2845,deadbeat,NEG
2846,deadlock,NEG
2847,deadly,NEG
2848,deadweight,NEG
2849,deaf,NEG
2850,dearth,NEG
2851,death,NEG
2852,debacle,NEG
2853,debase,NEG
2854,debasement,NEG
2855,debaser,NEG
2856,debatable,NEG
2857,debauch,NEG
2858,debaucher,NEG
2859,debauchery,NEG
2860,debilitate,NEG
2861,debilitating,NEG
2862,debility,NEG
2863,debt,NEG
2864,debts,NEG
2865,decadence,NEG
2866,decadent,NEG
2867,decay,NEG
2868,decayed,NEG
2869,deceit,NEG
2870,deceitful,NEG
2871,deceitfully,NEG
2872,deceitfulness,NEG
2873,deceive,NEG
2874,deceiver,NEG
2875,deceivers,NEG
2876,deceiving,NEG
2877,deception,NEG
2878,deceptive,NEG
2879,deceptively,NEG
2880,declaim,NEG
2881,decline,NEG
2882,declines,NEG
2883,declining,NEG
2884,decrement,NEG
2885,decrepit,NEG
2886,decrepitude,NEG
2887,decry,NEG
2888,defamation,NEG
2889,defamations,NEG
2890,defamatory,NEG
2891,defame,NEG
2892,defect,NEG
2893,defective,NEG
2894,defects,NEG
2895,defensive,NEG
2896,defiance,NEG
2897,defiant,NEG
2898,defiantly,NEG
2899,deficiencies,NEG
2900,deficiency,NEG
2901,deficient,NEG
2902,defile,NEG
2903,defiler,NEG
2904,deform,NEG
2905,deformed,NEG
2906,defrauding,NEG
2907,defunct,NEG
2908,defy,NEG
2909,degenerate,NEG
2910,degenerately,NEG
2911,degeneration,NEG
2912,degradation,NEG
2913,degrade,NEG
2914,degrading,NEG
2915,degradingly,NEG
2916,dehumanization,NEG
2917,dehumanize,NEG
2918,deign,NEG
2919,deject,NEG
2920,dejected,NEG
2921,dejectedly,NEG
2922,dejection,NEG
2923,delay,NEG
2924,delayed,NEG
2925,delaying,NEG
2926,delays,NEG
2927,delinquency,NEG
2928,delinquent,NEG
2929,delirious,NEG
2930,delirium,NEG
2931,delude,NEG
2932,deluded,NEG
2933,deluge,NEG
2934,delusion,NEG
2935,delusional,NEG
2936,delusions,NEG
2937,demean,NEG
2938,demeaning,NEG
2939,demise,NEG
2940,demolish,NEG
2941,demolisher,NEG
2942,demon,NEG
2943,demonic,NEG
2944,demonize,NEG
2945,demonized,NEG
2946,demonizes,NEG
2947,demonizing,NEG
2948,demoralize,NEG
2949,demoralizing,NEG
2950,demoralizingly,NEG
2951,denial,NEG
2952,denied,NEG
2953,denies,NEG
2954,denigrate,NEG
2955,denounce,NEG
2956,dense,NEG
2957,dent,NEG
2958,dented,NEG
2959,dents,NEG
2960,denunciate,NEG
2961,denunciation,NEG
2962,denunciations,NEG
2963,deny,NEG
2964,denying,NEG
2965,deplete,NEG
2966,deplorable,NEG
2967,deplorably,NEG
2968,deplore,NEG
2969,deploring,NEG
2970,deploringly,NEG
2971,deprave,NEG
2972,depraved,NEG
2973,depravedly,NEG
2974,deprecate,NEG
2975,depress,NEG
2976,depressed,NEG
2977,depressing,NEG
2978,depressingly,NEG
2979,depression,NEG
2980,depressions,NEG
2981,deprive,NEG
2982,deprived,NEG
2983,deride,NEG
2984,derision,NEG
2985,derisive,NEG
2986,derisively,NEG
2987,derisiveness,NEG
2988,derogatory,NEG
2989,desecrate,NEG
2990,desert,NEG
2991,desertion,NEG
2992,desiccate,NEG
2993,desiccated,NEG
2994,desititute,NEG
2995,desolate,NEG
2996,desolately,NEG
2997,desolation,NEG
2998,despair,NEG
2999,despairing,NEG
3000,despairingly,NEG
3001,desperate,NEG
3002,desperately,NEG
3003,desperation,NEG
3004,despicable,NEG
3005,despicably,NEG
3006,despise,NEG
3007,despised,NEG
3008,despoil,NEG
3009,despoiler,NEG
3010,despondence,NEG
3011,despondency,NEG
3012,despondent,NEG
3013,despondently,NEG
3014,despot,NEG
3015,despotic,NEG
3016,despotism,NEG
3017,destabilisation,NEG
3018,destains,NEG
3019,destitute,NEG
3020,destitution,NEG
3021,destroy,NEG
3022,destroyer,NEG
3023,destruction,NEG
3024,destructive,NEG
3025,desultory,NEG
3026,deter,NEG
3027,deteriorate,NEG
3028,deteriorating,NEG
3029,deterioration,NEG
3030,deterrent,NEG
3031,detest,NEG
3032,detestable,NEG
3033,detestably,NEG
3034,detested,NEG
3035,detesting,NEG
3036,detests,NEG
3037,detract,NEG
3038,detracted,NEG
3039,detracting,NEG
3040,detraction,NEG
3041,detracts,NEG
3042,detriment,NEG
3043,detrimental,NEG
3044,devastate,NEG
3045,devastated,NEG
3046,devastates,NEG
3047,devastating,NEG
3048,devastatingly,NEG
3049,devastation,NEG
3050,deviate,NEG
3051,deviation,NEG
3052,devil,NEG
3053,devilish,NEG
3054,devilishly,NEG
3055,devilment,NEG
3056,devilry,NEG
3057,devious,NEG
3058,deviously,NEG
3059,deviousness,NEG
3060,devoid,NEG
3061,diabolic,NEG
3062,diabolical,NEG
3063,diabolically,NEG
3064,diametrically,NEG
3065,diappointed,NEG
3066,diatribe,NEG
3067,diatribes,NEG
3068,dick,NEG
3069,dictator,NEG
3070,dictatorial,NEG
3071,die,NEG
3072,die-hard,NEG
3073,died,NEG
3074,dies,NEG
3075,difficult,NEG
3076,difficulties,NEG
3077,difficulty,NEG
3078,diffidence,NEG
3079,dilapidated,NEG
3080,dilemma,NEG
3081,dilly-dally,NEG
3082,dim,NEG
3083,dimmer,NEG
3084,din,NEG
3085,ding,NEG
3086,dings,NEG
3087,dinky,NEG
3088,dire,NEG
3089,direly,NEG
3090,direness,NEG
3091,dirt,NEG
3092,dirtbag,NEG
3093,dirtbags,NEG
3094,dirts,NEG
3095,dirty,NEG
3096,disable,NEG
3097,disabled,NEG
3098,disaccord,NEG
3099,disadvantage,NEG
3100,disadvantaged,NEG
3101,disadvantageous,NEG
3102,disadvantages,NEG
3103,disaffect,NEG
3104,disaffected,NEG
3105,disaffirm,NEG
3106,disagree,NEG
3107,disagreeable,NEG
3108,disagreeably,NEG
3109,disagreed,NEG
3110,disagreeing,NEG
3111,disagreement,NEG
3112,disagrees,NEG
3113,disallow,NEG
3114,disapointed,NEG
3115,disapointing,NEG
3116,disapointment,NEG
3117,disappoint,NEG
3118,disappointed,NEG
3119,disappointing,NEG
3120,disappointingly,NEG
3121,disappointment,NEG
3122,disappointments,NEG
3123,disappoints,NEG
3124,disapprobation,NEG
3125,disapproval,NEG
3126,disapprove,NEG
3127,disapproving,NEG
3128,disarm,NEG
3129,disarray,NEG
3130,disaster,NEG
3131,disasterous,NEG
3132,disastrous,NEG
3133,disastrously,NEG
3134,disavow,NEG
3135,disavowal,NEG
3136,disbelief,NEG
3137,disbelieve,NEG
3138,disbeliever,NEG
3139,disclaim,NEG
3140,discombobulate,NEG
3141,discomfit,NEG
3142,discomfititure,NEG
3143,discomfort,NEG
3144,discompose,NEG
3145,disconcert,NEG
3146,disconcerted,NEG
3147,disconcerting,NEG
3148,disconcertingly,NEG
3149,disconsolate,NEG
3150,disconsolately,NEG
3151,disconsolation,NEG
3152,discontent,NEG
3153,discontented,NEG
3154,discontentedly,NEG
3155,discontinued,NEG
3156,discontinuity,NEG
3157,discontinuous,NEG
3158,discord,NEG
3159,discordance,NEG
3160,discordant,NEG
3161,discountenance,NEG
3162,discourage,NEG
3163,discouragement,NEG
3164,discouraging,NEG
3165,discouragingly,NEG
3166,discourteous,NEG
3167,discourteously,NEG
3168,discoutinous,NEG
3169,discredit,NEG
3170,discrepant,NEG
3171,discriminate,NEG
3172,discrimination,NEG
3173,discriminatory,NEG
3174,disdain,NEG
3175,disdained,NEG
3176,disdainful,NEG
3177,disdainfully,NEG
3178,disfavor,NEG
3179,disgrace,NEG
3180,disgraced,NEG
3181,disgraceful,NEG
3182,disgracefully,NEG
3183,disgruntle,NEG
3184,disgruntled,NEG
3185,disgust,NEG
3186,disgusted,NEG
3187,disgustedly,NEG
3188,disgustful,NEG
3189,disgustfully,NEG
3190,disgusting,NEG
3191,disgustingly,NEG
3192,dishearten,NEG
3193,disheartening,NEG
3194,dishearteningly,NEG
3195,dishonest,NEG
3196,dishonestly,NEG
3197,dishonesty,NEG
3198,dishonor,NEG
3199,dishonorable,NEG
3200,dishonorablely,NEG
3201,disillusion,NEG
3202,disillusioned,NEG
3203,disillusionment,NEG
3204,disillusions,NEG
3205,disinclination,NEG
3206,disinclined,NEG
3207,disingenuous,NEG
3208,disingenuously,NEG
3209,disintegrate,NEG
3210,disintegrated,NEG
3211,disintegrates,NEG
3212,disintegration,NEG
3213,disinterest,NEG
3214,disinterested,NEG
3215,dislike,NEG
3216,disliked,NEG
3217,dislikes,NEG
3218,disliking,NEG
3219,dislocated,NEG
3220,disloyal,NEG
3221,disloyalty,NEG
3222,dismal,NEG
3223,dismally,NEG
3224,dismalness,NEG
3225,dismay,NEG
3226,dismayed,NEG
3227,dismaying,NEG
3228,dismayingly,NEG
3229,dismissive,NEG
3230,dismissively,NEG
3231,disobedience,NEG
3232,disobedient,NEG
3233,disobey,NEG
3234,disoobedient,NEG
3235,disorder,NEG
3236,disordered,NEG
3237,disorderly,NEG
3238,disorganized,NEG
3239,disorient,NEG
3240,disoriented,NEG
3241,disown,NEG
3242,disparage,NEG
3243,disparaging,NEG
3244,disparagingly,NEG
3245,dispensable,NEG
3246,dispirit,NEG
3247,dispirited,NEG
3248,dispiritedly,NEG
3249,dispiriting,NEG
3250,displace,NEG
3251,displaced,NEG
3252,displease,NEG
3253,displeased,NEG
3254,displeasing,NEG
3255,displeasure,NEG
3256,disproportionate,NEG
3257,disprove,NEG
3258,disputable,NEG
3259,dispute,NEG
3260,disputed,NEG
3261,disquiet,NEG
3262,disquieting,NEG
3263,disquietingly,NEG
3264,disquietude,NEG
3265,disregard,NEG
3266,disregardful,NEG
3267,disreputable,NEG
3268,disrepute,NEG
3269,disrespect,NEG
3270,disrespectable,NEG
3271,disrespectablity,NEG
3272,disrespectful,NEG
3273,disrespectfully,NEG
3274,disrespectfulness,NEG
3275,disrespecting,NEG
3276,disrupt,NEG
3277,disruption,NEG
3278,disruptive,NEG
3279,diss,NEG
3280,dissapointed,NEG
3281,dissappointed,NEG
3282,dissappointing,NEG
3283,dissatisfaction,NEG
3284,dissatisfactory,NEG
3285,dissatisfied,NEG
3286,dissatisfies,NEG
3287,dissatisfy,NEG
3288,dissatisfying,NEG
3289,dissed,NEG
3290,dissemble,NEG
3291,dissembler,NEG
3292,dissension,NEG
3293,dissent,NEG
3294,dissenter,NEG
3295,dissention,NEG
3296,disservice,NEG
3297,disses,NEG
3298,dissidence,NEG
3299,dissident,NEG
3300,dissidents,NEG
3301,dissing,NEG
3302,dissocial,NEG
3303,dissolute,NEG
3304,dissolution,NEG
3305,dissonance,NEG
3306,dissonant,NEG
3307,dissonantly,NEG
3308,dissuade,NEG
3309,dissuasive,NEG
3310,distains,NEG
3311,distaste,NEG
3312,distasteful,NEG
3313,distastefully,NEG
3314,distort,NEG
3315,distorted,NEG
3316,distortion,NEG
3317,distorts,NEG
3318,distract,NEG
3319,distracting,NEG
3320,distraction,NEG
3321,distraught,NEG
3322,distraughtly,NEG
3323,distraughtness,NEG
3324,distress,NEG
3325,distressed,NEG
3326,distressing,NEG
3327,distressingly,NEG
3328,distrust,NEG
3329,distrustful,NEG
3330,distrusting,NEG
3331,disturb,NEG
3332,disturbance,NEG
3333,disturbed,NEG
3334,disturbing,NEG
3335,disturbingly,NEG
3336,disunity,NEG
3337,disvalue,NEG
3338,divergent,NEG
3339,divisive,NEG
3340,divisively,NEG
3341,divisiveness,NEG
3342,dizzing,NEG
3343,dizzingly,NEG
3344,dizzy,NEG
3345,doddering,NEG
3346,dodgey,NEG
3347,dogged,NEG
3348,doggedly,NEG
3349,dogmatic,NEG
3350,doldrums,NEG
3351,domineer,NEG
3352,domineering,NEG
3353,donside,NEG
3354,doom,NEG
3355,doomed,NEG
3356,doomsday,NEG
3357,dope,NEG
3358,doubt,NEG
3359,doubtful,NEG
3360,doubtfully,NEG
3361,doubts,NEG
3362,douchbag,NEG
3363,douchebag,NEG
3364,douchebags,NEG
3365,downbeat,NEG
3366,downcast,NEG
3367,downer,NEG
3368,downfall,NEG
3369,downfallen,NEG
3370,downgrade,NEG
3371,downhearted,NEG
3372,downheartedly,NEG
3373,downhill,NEG
3374,downside,NEG
3375,downsides,NEG
3376,downturn,NEG
3377,downturns,NEG
3378,drab,NEG
3379,draconian,NEG
3380,draconic,NEG
3381,drag,NEG
3382,dragged,NEG
3383,dragging,NEG
3384,dragoon,NEG
3385,drags,NEG
3386,drain,NEG
3387,drained,NEG
3388,draining,NEG
3389,drains,NEG
3390,drastic,NEG
3391,drastically,NEG
3392,drawback,NEG
3393,drawbacks,NEG
3394,dread,NEG
3395,dreadful,NEG
3396,dreadfully,NEG
3397,dreadfulness,NEG
3398,dreary,NEG
3399,dripped,NEG
3400,dripping,NEG
3401,drippy,NEG
3402,drips,NEG
3403,drones,NEG
3404,droop,NEG
3405,droops,NEG
3406,drop-out,NEG
3407,drop-outs,NEG
3408,dropout,NEG
3409,dropouts,NEG
3410,drought,NEG
3411,drowning,NEG
3412,drunk,NEG
3413,drunkard,NEG
3414,drunken,NEG
3415,dubious,NEG
3416,dubiously,NEG
3417,dubitable,NEG
3418,dud,NEG
3419,dull,NEG
3420,dullard,NEG
3421,dumb,NEG
3422,dumbfound,NEG
3423,dump,NEG
3424,dumped,NEG
3425,dumping,NEG
3426,dumps,NEG
3427,dunce,NEG
3428,dungeon,NEG
3429,dungeons,NEG
3430,dupe,NEG
3431,dust,NEG
3432,dusty,NEG
3433,dwindling,NEG
3434,dying,NEG
3435,earsplitting,NEG
3436,eccentric,NEG
3437,eccentricity,NEG
3438,effigy,NEG
3439,effrontery,NEG
3440,egocentric,NEG
3441,egomania,NEG
3442,egotism,NEG
3443,egotistical,NEG
3444,egotistically,NEG
3445,egregious,NEG
3446,egregiously,NEG
3447,election-rigger,NEG
3448,elimination,NEG
3449,emaciated,NEG
3450,emasculate,NEG
3451,embarrass,NEG
3452,embarrassing,NEG
3453,embarrassingly,NEG
3454,embarrassment,NEG
3455,embattled,NEG
3456,embroil,NEG
3457,embroiled,NEG
3458,embroilment,NEG
3459,emergency,NEG
3460,emphatic,NEG
3461,emphatically,NEG
3462,emptiness,NEG
3463,encroach,NEG
3464,encroachment,NEG
3465,endanger,NEG
3466,enemies,NEG
3467,enemy,NEG
3468,enervate,NEG
3469,enfeeble,NEG
3470,enflame,NEG
3471,engulf,NEG
3472,enjoin,NEG
3473,enmity,NEG
3474,enrage,NEG
3475,enraged,NEG
3476,enraging,NEG
3477,enslave,NEG
3478,entangle,NEG
3479,entanglement,NEG
3480,entrap,NEG
3481,entrapment,NEG
3482,envious,NEG
3483,enviously,NEG
3484,enviousness,NEG
3485,epidemic,NEG
3486,equivocal,NEG
3487,erase,NEG
3488,erode,NEG
3489,erodes,NEG
3490,erosion,NEG
3491,err,NEG
3492,errant,NEG
3493,erratic,NEG
3494,erratically,NEG
3495,erroneous,NEG
3496,erroneously,NEG
3497,error,NEG
3498,errors,NEG
3499,eruptions,NEG
3500,escapade,NEG
3501,eschew,NEG
3502,estranged,NEG
3503,evade,NEG
3504,evasion,NEG
3505,evasive,NEG
3506,evil,NEG
3507,evildoer,NEG
3508,evils,NEG
3509,eviscerate,NEG
3510,exacerbate,NEG
3511,exagerate,NEG
3512,exagerated,NEG
3513,exagerates,NEG
3514,exaggerate,NEG
3515,exaggeration,NEG
3516,exasperate,NEG
3517,exasperated,NEG
3518,exasperating,NEG
3519,exasperatingly,NEG
3520,exasperation,NEG
3521,excessive,NEG
3522,excessively,NEG
3523,exclusion,NEG
3524,excoriate,NEG
3525,excruciating,NEG
3526,excruciatingly,NEG
3527,excuse,NEG
3528,excuses,NEG
3529,execrate,NEG
3530,exhaust,NEG
3531,exhausted,NEG
3532,exhaustion,NEG
3533,exhausts,NEG
3534,exhorbitant,NEG
3535,exhort,NEG
3536,exile,NEG
3537,exorbitant,NEG
3538,exorbitantance,NEG
3539,exorbitantly,NEG
3540,expel,NEG
3541,expensive,NEG
3542,expire,NEG
3543,expired,NEG
3544,explode,NEG
3545,exploit,NEG
3546,exploitation,NEG
3547,explosive,NEG
3548,expropriate,NEG
3549,expropriation,NEG
3550,expulse,NEG
3551,expunge,NEG
3552,exterminate,NEG
3553,extermination,NEG
3554,extinguish,NEG
3555,extort,NEG
3556,extortion,NEG
3557,extraneous,NEG
3558,extravagance,NEG
3559,extravagant,NEG
3560,extravagantly,NEG
3561,extremism,NEG
3562,extremist,NEG
3563,extremists,NEG
3564,eyesore,NEG
3565,f**k,NEG
3566,fabricate,NEG
3567,fabrication,NEG
3568,facetious,NEG
3569,facetiously,NEG
3570,fail,NEG
3571,failed,NEG
3572,failing,NEG
3573,fails,NEG
3574,failure,NEG
3575,failures,NEG
3576,faint,NEG
3577,fainthearted,NEG
3578,faithless,NEG
3579,fake,NEG
3580,fall,NEG
3581,fallacies,NEG
3582,fallacious,NEG
3583,fallaciously,NEG
3584,fallaciousness,NEG
3585,fallacy,NEG
3586,fallen,NEG
3587,falling,NEG
3588,fallout,NEG
3589,falls,NEG
3590,false,NEG
3591,falsehood,NEG
3592,falsely,NEG
3593,falsify,NEG
3594,falter,NEG
3595,faltered,NEG
3596,famine,NEG
3597,famished,NEG
3598,fanatic,NEG
3599,fanatical,NEG
3600,fanatically,NEG
3601,fanaticism,NEG
3602,fanatics,NEG
3603,fanciful,NEG
3604,far-fetched,NEG
3605,farce,NEG
3606,farcical,NEG
3607,farcical-yet-provocative,NEG
3608,farcically,NEG
3609,farfetched,NEG
3610,fascism,NEG
3611,fascist,NEG
3612,fastidious,NEG
3613,fastidiously,NEG
3614,fastuous,NEG
3615,fat,NEG
3616,fat-cat,NEG
3617,fat-cats,NEG
3618,fatal,NEG
3619,fatalistic,NEG
3620,fatalistically,NEG
3621,fatally,NEG
3622,fatcat,NEG
3623,fatcats,NEG
3624,fateful,NEG
3625,fatefully,NEG
3626,fathomless,NEG
3627,fatigue,NEG
3628,fatigued,NEG
3629,fatique,NEG
3630,fatty,NEG
3631,fatuity,NEG
3632,fatuous,NEG
3633,fatuously,NEG
3634,fault,NEG
3635,faults,NEG
3636,faulty,NEG
3637,fawningly,NEG
3638,faze,NEG
3639,fear,NEG
3640,fearful,NEG
3641,fearfully,NEG
3642,fears,NEG
3643,fearsome,NEG
3644,feckless,NEG
3645,feeble,NEG
3646,feeblely,NEG
3647,feebleminded,NEG
3648,feign,NEG
3649,feint,NEG
3650,fell,NEG
3651,felon,NEG
3652,felonious,NEG
3653,ferociously,NEG
3654,ferocity,NEG
3655,fetid,NEG
3656,fever,NEG
3657,feverish,NEG
3658,fevers,NEG
3659,fiasco,NEG
3660,fib,NEG
3661,fibber,NEG
3662,fickle,NEG
3663,fiction,NEG
3664,fictional,NEG
3665,fictitious,NEG
3666,fidget,NEG
3667,fidgety,NEG
3668,fiend,NEG
3669,fiendish,NEG
3670,fierce,NEG
3671,figurehead,NEG
3672,filth,NEG
3673,filthy,NEG
3674,finagle,NEG
3675,finicky,NEG
3676,fissures,NEG
3677,fist,NEG
3678,flabbergast,NEG
3679,flabbergasted,NEG
3680,flagging,NEG
3681,flagrant,NEG
3682,flagrantly,NEG
3683,flair,NEG
3684,flairs,NEG
3685,flak,NEG
3686,flake,NEG
3687,flakey,NEG
3688,flakieness,NEG
3689,flaking,NEG
3690,flaky,NEG
3691,flare,NEG
3692,flares,NEG
3693,flareup,NEG
3694,flareups,NEG
3695,flat-out,NEG
3696,flaunt,NEG
3697,flaw,NEG
3698,flawed,NEG
3699,flaws,NEG
3700,flee,NEG
3701,fleed,NEG
3702,fleeing,NEG
3703,fleer,NEG
3704,flees,NEG
3705,fleeting,NEG
3706,flicering,NEG
3707,flicker,NEG
3708,flickering,NEG
3709,flickers,NEG
3710,flighty,NEG
3711,flimflam,NEG
3712,flimsy,NEG
3713,flirt,NEG
3714,flirty,NEG
3715,floored,NEG
3716,flounder,NEG
3717,floundering,NEG
3718,flout,NEG
3719,fluster,NEG
3720,foe,NEG
3721,fool,NEG
3722,fooled,NEG
3723,foolhardy,NEG
3724,foolish,NEG
3725,foolishly,NEG
3726,foolishness,NEG
3727,forbid,NEG
3728,forbidden,NEG
3729,forbidding,NEG
3730,forceful,NEG
3731,foreboding,NEG
3732,forebodingly,NEG
3733,forfeit,NEG
3734,forged,NEG
3735,forgetful,NEG
3736,forgetfully,NEG
3737,forgetfulness,NEG
3738,forlorn,NEG
3739,forlornly,NEG
3740,forsake,NEG
3741,forsaken,NEG
3742,forswear,NEG
3743,foul,NEG
3744,foully,NEG
3745,foulness,NEG
3746,fractious,NEG
3747,fractiously,NEG
3748,fracture,NEG
3749,fragile,NEG
3750,fragmented,NEG
3751,frail,NEG
3752,frantic,NEG
3753,frantically,NEG
3754,franticly,NEG
3755,fraud,NEG
3756,fraudulent,NEG
3757,fraught,NEG
3758,frazzle,NEG
3759,frazzled,NEG
3760,freak,NEG
3761,freaking,NEG
3762,freakish,NEG
3763,freakishly,NEG
3764,freaks,NEG
3765,freeze,NEG
3766,freezes,NEG
3767,freezing,NEG
3768,frenetic,NEG
3769,frenetically,NEG
3770,frenzied,NEG
3771,frenzy,NEG
3772,fret,NEG
3773,fretful,NEG
3774,frets,NEG
3775,friction,NEG
3776,frictions,NEG
3777,fried,NEG
3778,friggin,NEG
3779,frigging,NEG
3780,fright,NEG
3781,frighten,NEG
3782,frightening,NEG
3783,frighteningly,NEG
3784,frightful,NEG
3785,frightfully,NEG
3786,frigid,NEG
3787,frost,NEG
3788,frown,NEG
3789,froze,NEG
3790,frozen,NEG
3791,fruitless,NEG
3792,fruitlessly,NEG
3793,frustrate,NEG
3794,frustrated,NEG
3795,frustrates,NEG
3796,frustrating,NEG
3797,frustratingly,NEG
3798,frustration,NEG
3799,frustrations,NEG
3800,fuck,NEG
3801,fucking,NEG
3802,fudge,NEG
3803,fugitive,NEG
3804,full-blown,NEG
3805,fulminate,NEG
3806,fumble,NEG
3807,fume,NEG
3808,fumes,NEG
3809,fundamentalism,NEG
3810,funky,NEG
3811,funnily,NEG
3812,funny,NEG
3813,furious,NEG
3814,furiously,NEG
3815,furor,NEG
3816,fury,NEG
3817,fuss,NEG
3818,fussy,NEG
3819,fustigate,NEG
3820,fusty,NEG
3821,futile,NEG
3822,futilely,NEG
3823,futility,NEG
3824,fuzzy,NEG
3825,gabble,NEG
3826,gaff,NEG
3827,gaffe,NEG
3828,gainsay,NEG
3829,gainsayer,NEG
3830,gall,NEG
3831,galling,NEG
3832,gallingly,NEG
3833,galls,NEG
3834,gangster,NEG
3835,gape,NEG
3836,garbage,NEG
3837,garish,NEG
3838,gasp,NEG
3839,gauche,NEG
3840,gaudy,NEG
3841,gawk,NEG
3842,gawky,NEG
3843,geezer,NEG
3844,genocide,NEG
3845,get-rich,NEG
3846,ghastly,NEG
3847,ghetto,NEG
3848,ghosting,NEG
3849,gibber,NEG
3850,gibberish,NEG
3851,gibe,NEG
3852,giddy,NEG
3853,gimmick,NEG
3854,gimmicked,NEG
3855,gimmicking,NEG
3856,gimmicks,NEG
3857,gimmicky,NEG
3858,glare,NEG
3859,glaringly,NEG
3860,glib,NEG
3861,glibly,NEG
3862,glitch,NEG
3863,glitches,NEG
3864,gloatingly,NEG
3865,gloom,NEG
3866,gloomy,NEG
3867,glower,NEG
3868,glum,NEG
3869,glut,NEG
3870,gnawing,NEG
3871,goad,NEG
3872,goading,NEG
3873,god-awful,NEG
3874,goof,NEG
3875,goofy,NEG
3876,goon,NEG
3877,gossip,NEG
3878,graceless,NEG
3879,gracelessly,NEG
3880,graft,NEG
3881,grainy,NEG
3882,grapple,NEG
3883,grate,NEG
3884,grating,NEG
3885,gravely,NEG
3886,greasy,NEG
3887,greed,NEG
3888,greedy,NEG
3889,grief,NEG
3890,grievance,NEG
3891,grievances,NEG
3892,grieve,NEG
3893,grieving,NEG
3894,grievous,NEG
3895,grievously,NEG
3896,grim,NEG
3897,grimace,NEG
3898,grind,NEG
3899,gripe,NEG
3900,gripes,NEG
3901,grisly,NEG
3902,gritty,NEG
3903,gross,NEG
3904,grossly,NEG
3905,grotesque,NEG
3906,grouch,NEG
3907,grouchy,NEG
3908,groundless,NEG
3909,grouse,NEG
3910,growl,NEG
3911,grudge,NEG
3912,grudges,NEG
3913,grudging,NEG
3914,grudgingly,NEG
3915,gruesome,NEG
3916,gruesomely,NEG
3917,gruff,NEG
3918,grumble,NEG
3919,grumpier,NEG
3920,grumpiest,NEG
3921,grumpily,NEG
3922,grumpish,NEG
3923,grumpy,NEG
3924,guile,NEG
3925,guilt,NEG
3926,guiltily,NEG
3927,guilty,NEG
3928,gullible,NEG
3929,gutless,NEG
3930,gutter,NEG
3931,hack,NEG
3932,hacks,NEG
3933,haggard,NEG
3934,haggle,NEG
3935,hairloss,NEG
3936,halfhearted,NEG
3937,halfheartedly,NEG
3938,hallucinate,NEG
3939,hallucination,NEG
3940,hamper,NEG
3941,hampered,NEG
3942,handicapped,NEG
3943,hang,NEG
3944,hangs,NEG
3945,haphazard,NEG
3946,hapless,NEG
3947,harangue,NEG
3948,harass,NEG
3949,harassed,NEG
3950,harasses,NEG
3951,harassment,NEG
3952,harboring,NEG
3953,harbors,NEG
3954,hard,NEG
3955,hard-hit,NEG
3956,hard-line,NEG
3957,hard-liner,NEG
3958,hardball,NEG
