,level_0,index,Unnamed: 0,Unnamed: 0.1,FeatureName,FeatureID,teamID,ReviewID,asin,title,Sentence,CS_SS,p/n
604,1089,1089,368,368,compression,20,13,4096630,B004G8QSTO,Olympus XZ-1 ,"All in all, a decent little camera with a bright and sharp lens and outstanding jpeg processing that makes the grade.",CS,P
605,1090,1090,369,369,compression,20,13,4096630,B004G8QSTO,Olympus XZ-1 ,"There are others out there, like the LX5, that do MUCH better at video.All in all, a nice little compact camera with outstanding fast and bright Zuiko glass that takes great raw and stunningly beautiful jpegs--just don't get it for video, and understand that extremely high ISO (1600+) is not a good idea.",CS,P
606,1091,1091,371,371,compression,20,13,4096640,B004G8QSTO,Olympus XZ-1 ,"Overall I am very pleased with the XZ-1's image quality and ease of use.Update:  I have had this camera for two months now and have taken hundreds of photos with it so thought I should update my review based on usage experience.The Good: Camera is well built and shows no wear, macro shots are terrific, lens is very good, JPEG colors are good and pleasing to the eye, outdoor daylight shots are generally quite acceptable, controls are fairly straight forward, like the built-in ND filter a lot.The Bad: As many others have stated the noise, especially in low light shots, is noticeable and sometimes downright unacceptable.",CS,P
607,1092,1092,375,375,compression,20,13,4096671,B004G8QSTO,Olympus XZ-1 ,"I had the camera for three days and returned it to Ritz camera for the following reasons: 1) onboard flash severely under powered requiring large boost in ISO or exposure compensation: 2)not a well thoughtout lens cap design, cap pops off if not removed when turning the camera on-extremely aggreviating; 3)strange reddish hue noticed in most exposures which may not be eliminated even with white balance fine tuning; and 4)Auto Jpeg images usually soft and not well defined.",CS,P
608,1093,1093,376,376,compression,20,13,4096689,B004G8QSTO,Olympus XZ-1 ,"It is true I found that being able to shoot with the 1.8 aperture in doors..I did not have to use a very high iso, yet the shutter speed was indeed faster than my LX5 with same settings for example.Faster shutter speed did result in mostly really good indoor pictures without the usual slow shutter blurriness, THOUGH all pics indoors in even rather good light tended to be a bit dark oddly enough until I cranked up exposure compensation.The image stabilization on the XZ-1 seems really WAY above average as well.HOWEVER doing a ton of side by side pics vs my LX5 or even JUST looking at the output of the XZ-1, jpeg pictures at default setting look ""somewhat"" soft, if you use the default Natural setting(With no adjustments as to sharpness, contrast etc.)!",CS,P
609,1094,1094,382,382,compression,20,13,4096709,B004G8QSTO,Olympus XZ-1 ,"At high and low ISO, the Olympus jpeg processing is much more pleasing to my eye than the LX5 (I don't have time to deal with RAW.)",CS,P
610,1097,1097,388,388,compression,20,13,4096732,B004G8QSTO,Olympus XZ-1 ,"Shot to shot times are very fast, seemingly regardless of the file type (though I am using a very fast Sandisk card as well).The continuous shooting speed of this camera isn't wonderful, but honestly, it's not bad when you consider that you can fire off quite a few pics (even with the images set at Fine Jpeg + RAW) before it gets stumped.",CS,P
611,1098,1098,390,390,compression,20,13,4096732,B004G8QSTO,Olympus XZ-1 ,"Upping the sharpness and contrast applied to the jpegs makes them usable straight out of the camera, as long as you keep the ISO reasonable (800 or lower).",CS,P
612,1099,1099,781,781,compression,20,12,4096551,B004G8QSTO,Olympus XZ-1 ,"The processor is so good that if you know somewhat what you're doing, you will come out with excellent JPEGs that do not require any processing at all.",CS,P
613,1100,1100,784,784,compression,20,12,4096553,B004G8QSTO,Olympus XZ-1 ,"The Leica D-lux 4 was about the only exception I can think of, and jpegs from the pansonic version of the same camera left me cold.If you shoot raw, though, this camera produces great files with lots of information to work.",CS,P
614,1101,1101,785,785,compression,20,12,4096557,B004G8QSTO,Olympus XZ-1 ,"With the ability to shoot RAW, jpeg or both you can select what mode works best for you.",CS,P
615,1102,1102,787,787,compression,20,12,4096558,B004G8QSTO,Olympus XZ-1 ,If you use a mini HD the jpegs look almost film quality even on a 50 in TV.The third point I would really like to make is that I use professional quality film (Kodak 400UC that is no longer sold ... of course) and the color replication of that film is unparalleled.,CS,P
616,1108,1108,796,796,compression,20,12,4096679,B004G8QSTO,Olympus XZ-1 ,"The metering is usually spot on, picks the right scene majority of the time and the face tracking seems to be much better.The XZ1 delivers some really impressive jpeg pictures even in close ups unlike the LX3 which could get noisy and I have to run it through a filter.",CS,P
617,1109,1109,798,798,compression,20,12,4096697,B004G8QSTO,Olympus XZ-1 ,"The balance of sensor size and pixels is perfect for my needs, and after doing a bit of pixel-peeping and comparing them to RAW, the jpegs seem perfectly fine to me.",CS,P
618,1110,1110,2356,2356,compression,20,1,4096651,B004G8QSTO,Olympus XZ-1 ,"In all fairness it is a very good camera for the price, colors are very vibrant and it makes great JPEGs.",CS,P
619,1111,1111,823,823,compression,20,12,4214784,B004K34MUC,Olympus XZ-1 ,With 16 GB you can shoot over 1300 RAW pictures (uncompressed pictures) or more than 2770 10MP fine JPEGs (1/4 compression rate).,CS,P
620,1115,1115,842,842,compression,20,12,4294460,B004NBZ8DQ,Panasonic DMC-FH25K,"Forget about low light, an iphone 4s camera can take better pictures at low light.I am looking for cameras with backside-illuminated cmos censors and ones which can take hd videos using h.264 compression (not mjpeg.)",CS,P
621,1116,1116,546,546,compression,20,13,4978436,B005HQ50SO,Panasonic DMC-FZ150K ,Quicktime MJPEG 1280x720/30p looks better (some blurring seems to come from AF struggling to keep focus with movement/zoom) but the files are huge.,CS,N
622,1118,1118,549,549,compression,20,13,4978448,B005HQ50SO,Panasonic DMC-FZ150K ,)Cons- Intelligent Auto mode will only record in JPEG.- idynamic only works if you're recording in JPEG.- Competition gives a bigger zoom for the $.- It doesn't make me breakfast.,CS,P
623,1119,1119,555,555,compression,20,13,4978559,B005HQ50SO,Panasonic DMC-FZ150K ,"For many types of action shots, 5-6fps is adequate, so if you keep AF on and shoot JPEG at 5.5fps you can get several seconds of action before there's a slowdown.",CS,P
624,1120,1120,556,556,compression,20,13,4978609,B005HQ50SO,Panasonic DMC-FZ150K ,"Unfortunately the one on the lens can be covered by the tulip shade when it's in the 'store' position.Aperture/Shutter shifting made easy with the thumb wheel.One button movie shooting.EXCELLENT standby battery life.Excellent LCD with pivot.Good viewfinder with diopter, but wish it had a groove around it so that a rubber gasket could be attached to protect my glasses.While others have been singing the praise of the higher ISO, I'm not so thrilled with those settings to let the camera shoot beyond ISO400 which can still be noisy with no flash indoor shoots.Great Intelligent ISO setting for when the subject is backlit, but not perfect when the backlit area is large like a window.Intelligent Zoom is useful to extend the zoom range, making the camera up to 37x and it's not detrimental to movies in particular.Multiple face recognition works great.Burst modes galore up to 12fps.Shoots compressed and uncompressed RAWTripod/monopod recommended for extended zoom and movies.",CS,P
625,1121,1121,557,557,compression,20,13,4978609,B005HQ50SO,Panasonic DMC-FZ150K ,"Can't take 3D movies, but can take 3D shots, as well as a 'ok' HDR photo automatically.If you're taking 16:9 format shots for display on the HDTV, it's 9mp with most high quality jpegs compressing to 4mb or under.",CS,P
626,1122,1122,881,881,compression,20,12,4978382,B005HQ50SO,Panasonic DMC-FZ150K ,"I have found that changeable lens cameras take wonderful photos, but in many conditions (dust, damp, climbing a ruin or back road path) changing lenses is a hassle and the weight of the equipment is a burden.This camera offers fine quality photos that meet all of my expectations, an ample zoom range that covers more range than multiple lenses for my DSLRs, and a multitude of features that often exceeds the feature set of much more costly cameras.My favorite thing about this camera is that it offers RAW format in addition to JPEG.",CS,P
627,1123,1123,883,883,compression,20,12,4978382,B005HQ50SO,Panasonic DMC-FZ150K ,"I do like HDR photo capabilities -- not for their initial output, but for the fact that they can capture a wide range of light and dark and they can, with some tweaking of contrast and levels, become good JPEGs.",CS,P
628,1124,1124,884,884,compression,20,12,4978382,B005HQ50SO,Panasonic DMC-FZ150K ,"The battery has lasted longer than 300 shots (and I am taking shots with both JPEG and RAW outputs for the most part, which I count together as 1 shot) without going below 50% on the battery meter.All in all, I am very pleased with this camera and the photos I have been able to get out of it.",CS,P
629,1127,1127,888,888,compression,20,12,4978578,B005HQ50SO,Panasonic DMC-FZ150K ,"By the way, if you shoot JPEGS, note that being able to adjust various things on the camera, as this one permits you to, beats trying to patch things up later with software.The ability to take fast bursts of images to capture well framed pictures of rapidly moving subjects.A large and clear LCD screen which has adjustable brightness, and can be tilted and rotated for better visibility in sunlight, or when taking high or low angle pictures.All this comes at a price, of course.",CS,P
630,1128,1128,1537,1537,compression,20,11,4978401,B005HQ50SO,Panasonic DMC-FZ150K ,"The Nikon P510 and Canon SX40 are nice, but the FZ150 has everything they have and more : hot shoe, external mike input, HDMI output, USB 2.0 port, jpeg + RAW, beautiful clarity of zoom, excellent video, ability to adjust so many settings in PASM modes, very good viewfinder, and a fully articulated LCD.The mode dial has all the common SCN positions, so you rarely have to go into the LCD menu, when you are shooting in viewfinder mode, which I almost always use when outdoors.The mode dial also has a Movie setting, which I much prefer to the ""dedicated video button"".",CS,P
631,1131,1131,1765,1765,compression,20,11,6290018,B008MB71IS,Panasonic DMC-G5KK,"Over the past 3 months I've taken several thousand fotos, sufficient to expose the good and bad points of the G5:The Good:-Nice molded grip, light body (even with zoom lenses) but not too light; relatively small size allows ""carry anywhere anytime"" convenience-Versatility - opt to shoot with the convenient Auto (and extended iA function) for quick quality snapshots OR use one of the many options to set the camera up for just about any situation (5 Custom options in addition to the usual P,S,A,M); results will be good either way; nice array of light settings, including ability to modify each; if you don't like the incandescent light (I don't), use AWB or a Kelvin setting easily adjustable to your taste-High resolution; excellent quality fotos up to ISO 3200; ISO 6400 is good for smaller prints-14-42mm kit lens often a little soft but can be sharpened (in camera or post foto processing); can easily set up program for Standard, Natural, -Vivid, Scenery, Monochrome, Portrait fotos (increase/decrease brightness, sharpness, saturation, noise reduction to personal taste)-Shoots RAW; also RAW+JPEG-Bright clear flexible foldout/tilt LCD screen + excellent electronic viewfinder (EVF) for those who want to compose with either - I often use the -LCD for settings, and the EVF for composing-LCD touch screen works well, need to find the right ""touch"" for best results (some complaints on sensitivity not really warranted IMO-Most controls are well placed, intuitive for ease of use, mostly (see -ve's below)-Love the Q (quick) menu button located right of EVF, use it all the time-Nice option to switch LCD on or off/or to use the eye detector to turn LCD of when using EVF; I use the LCD for selecting focus area even if composing with EVF; nice feature-Autofocus is fast as claimed; manual option a real asset for very specific objects; prefer to use manual focus on close-ups-In-lens stabilization works well (not available in my Panasonic 20mm lens but do you really need it??",CS,P
632,1132,1132,1767,1767,compression,20,11,6290109,B008MB71IS,Panasonic DMC-G5KK,"Not only soft, but edges in areas of fine detail and high contrast are choppy both in JPEG and RAW.",CS,P
633,1133,1133,1768,1768,compression,20,11,6290109,B008MB71IS,Panasonic DMC-G5KK,Burst speed is only 6fps (which I find is minimal but acceptable for most action that I shoot) but the JPEG burst depth is somewhere around 100 frames (depending on the card used) and the RAW is about 18 (one test achieved 24 with a super-fast card) so I think I'm winning on that score.,CS,P
634,1134,1134,2404,2404,compression,20,1,6290007,B008MB71IS,Panasonic DMC-G5KK,"Sorry, can't do that.The camera is ugly because it looks like a little DSLR, but that ugliness also makes the camera very easy to hold steady, it has a very nice grip, much nicer than the more expensive Olympus m43 cameras.Some people complain that they don't like Panasonic JPEGS, but those people are too lazy to adjust the various JPEG settings.",CS,P
635,1136,1136,1647,1647,compression,20,11,5881873,B007R7DTRK,Panasonic DMC-GF5KK ,It may not sound like a big deal but the exposures of my raw images from my Nikon D200 and D7000 was commonly 2/3 a stop underexposed whereas the jpegs looked fine.,CS,P
636,1137,1137,2138,2138,compression,20,11,7225498,B00C97ZZ4S,Panasonic DMC-GF6KK ,Sadly that feature is only available for Android phones.I've found the wifi capabilities only useful if transferring select JPEGs to a smart phone.,CS,P
637,1139,1139,26,26,compression,20,13,2388521,B001WAKSCW,Panasonic DMC-GH1K,"The kit lens is simply not fast enough (f4-f5.6) for shooting decent quality indoors photos in most cases.5) If you plan to edit your videos, shoot MJPEG.",CS,P
638,1140,1140,648,648,compression,20,12,2388505,B001WAKSCW,Panasonic DMC-GH1K,"For those like myself that wanted to take my photography further, the control is limitless with what you can manually adjust as well allowing me to really improve my pictures and my abilities as well as learning the digital photography art more thoroghly.The video capability is way beyond mine, I have produced some effortless clips and stunning short legnth videos, but my knowledge is less than enough to accurately review its ability other than it made me look like I kneew what I was doing with the simple push of the designated video button, and easy editing on myApple MacBook Pro MD313LL/A 13.3-Inch Laptop (NEWEST VERSION)It is fast accurate bright and simple to produce great video in my opinion and with the firmware hack mentioned earlier this body is condidered by many to be a professional grade portable system.I'll cut this off with some bullet points:+size+battery life+image capture speed+availability of lens for all situations+ease of use+ability to maually control the camera and produce stunning images+HD video ability beyond almost all other system cameras+SD card compatibility+iA mode will make 99% of the users feel like they can take pictures with confidence+RAW and jpeg file capture for post processing and easy sharing of file in high resolution-lens expense-no in camera image stabilization (panasonic lens has IS where needed)-low light performance with kit lens 14-140mm and 14-45/42mm (overcome by additional lens purchase)-single card slot for those busier daysI highly recomend this camera still 3 years later, and for the novice or the experienced this camera will not dissappoint, being 3 years old now it is much less expensive and the lens offerings make it an even better camera than it was the day I bought it.",CS,P
639,1141,1141,6,6,compression,20,13,971519,B000GHULTM,Panasonic DMC-LX2K ,I just purchased a used LX2 and am delighted with the image quality in Jpeg and even better is the RAW performance.,CS,P
640,1143,1143,2718,2718,compression,20,1,7783041,B00I9OPF2W,Panasonic DMC-ZS40K,"When saving the picture on your computer (any time, not just after editing) be sure to adjust the quality of the JPG compression to less compression - better quality.",CS,P
641,1144,1144,989,989,compression,20,12,5183033,B005TGKX9S,Panasonic DMC-ZS9 ,"To make matters worse, the QT jpeg format, though widely understood and compatible, is a poor video compression scheme consisting of essentially a stack of jpeg photos per second.",CS,N
642,1147,1147,994,994,compression,20,12,5183159,B005TGKX9S,Panasonic DMC-ZS9 ,"On the consumer cameras, I always shoot images at best Jpeg quality (least compression) and max resolution (or raw if it is available for certain situations).",CS,P
643,1150,1150,114,114,compression,20,13,3162329,B00395Y9J6,Panasonic Lumix DMC-FH1,"The ZR3 did a little better outside in well lit conditions, but indoors the FH1 had better detail and the compression engine that was supposed to be worse than the ZR3, actually did better on low light than the ZR3.",CS,P
644,1151,1151,118,118,compression,20,13,3163302,B003960ESA,Panasonic Lumix DMC-FH20 ,Great camera...Low light shots are not great..Not as good as the stellar reviews but NO CAMERA under $200 is.It is a steal at under $150..At $119 it is a no brainer..If you need a new camera GET THISWith flash night shots are good..Range of flash is a bit lower than some cameras thoughThe IA auto feature is 99% perfect..It selects the proper settings for you and does a remarkable job..You will be taking picture(good ones) within minutes.It has around 25 different presets to choose from if you want to do that also..these are what the IA uses..it determines which one to use..It is very fast..Auto focus is almost instant..It has burst mode that actually works well..Taking pics at 3mp rapidly..8x optical zoom is just unheard of for under $200..The video mode is HD or SD..the HD is motion Jpeg which saves as a .mov quicktime file..Not true HD and no HMDI on camera..it does have RCA plug to connect to tv and of course you can always upload to computer and use them there..NO zooming While making movies..You can set the zoom before you start and I think you can pause recording and adjust zoom then start again ..All I can think of..Still playing with all the features...,CS,P
645,1152,1152,175,175,compression,20,13,3634619,B003WJR68U,Panasonic Lumix DMC-FZ100,It really tries to overcompensate for the noisy images.. even at ISO 100 with judicial noise reduction that can make the jpegs look more like watercolor paintings than photographs.,CS,N
646,1153,1153,177,177,compression,20,13,3634677,B003WJR68U,Panasonic Lumix DMC-FZ100,"There are three to choose from but they can get real expensive!Panasonic DMW-FL360 External Flash (GN36) for Panasonic L1 DSLR and FZ50 Digital Camera,Panasonic DMW-FL500 TTL External Flash for Panasonic L1 DSLR and FZ50 Digital CameraAVCHD Video, either 1080i, or 720p, 60 frames per second, or Motion JPEG.",CS,N
647,1154,1154,173,173,compression,20,13,3634570,B003WJR68U,Panasonic Lumix DMC-FZ100,"By the way, shooting in the Motion JPEG mode while restricted to 720p and requiring a LOT more space on your SD card provides a MUCH brighter picture so I ALWAYS use MJPEG mode for available light indoor shots.",CS,P
648,1155,1155,174,174,compression,20,13,3634600,B003WJR68U,Panasonic Lumix DMC-FZ100,"PHOTOGRAPHY: Unbelievable, Panasonic Corp. has launched to the market a camera for portrait noice, much noise specialy in 14.1MP even in 10MP the photos are just ""good"" (enough), my Nikon P80 (technology from 2008) purchased also in Amazon.comNikon Coolpix P80 10.1MP Digital Camera with 18x Wide Angle Optical Vibration Reduction Zoom (Black), takes photos with superior quality image even in hard light conditions, I also own an Olympus SP-570UZ (technology from 2007 I think)Olympus SP-570UZ 10MP Digital Camera with 20x Optical Dual Image Stabilized Zoom, offers superior quality vs. Panasonic Lumix FZ100 this offer more seize 14.1 MP, bt what for, if it is very noisy, I'm sure that  you will read similar opinions about the noise effect on pictures of this camera, from other custumers, I expected a much better product from this brand, but photographically, I am really disappointed, not even the german Leica lens can help to the bad processor, SD class 2 or 4 cards, are just enogh to take the noisy photos that this camera takes,3 and 4 stars rating are for photographic purposes, but keep reading because in VIDEO it's a different story.VIDEO: WOW, amazing, astonishing, the excellent quality video that it delivers, professional quality in the palm of your hand, it records AVCHD full HD 1920x1080 for this it's necesary a SDXD card class 10,Panasonic 64 GB High Speed 22MB/s SDXC Class 10 Memory Card RP-SDW64GE1Kbeware, because this card it's more expensive than the camera it self, but it doesn't matter because the image quality it's superb, AVCHD Lite, this one can be recorded on any SDHC card class 6 or above, very good quiality practicaly excellent, it also records JPEG Motion Quicktime (any format only in NTSC), the audio, it is recorded in authentic Dolby Stereo by a stereo omnidirectional microphone located above the flash built in, the camera comes with Dolby Stereo Creator, the fidelity it's excellent, needless to write more, I purchased the optional DMW-MS1 Directional microphonePanasonic DMW-MS1 External Microphone for Panasonic GH1(You should read the other rating about this item).",CS,P
649,1156,1156,176,176,compression,20,13,3634633,B003WJR68U,Panasonic Lumix DMC-FZ100,"!Panasonic Lumix DMC-FZ100 14.1 MP Digital Camera with 24x Optical Image Stabilized Zoom and 3.0-Inch LCD (Black)Here are the specs:Key specs Panasonic Lumix DMC-FZ100Dimensions (WHD) 4.9 x 3.2 x 3.7 inchesWeight (with battery and media) 1.2 poundsMegapixels, image sensor size, type 15 megapixels, 1/2.3-inch MOS (14 megapixels effective)LCD size, resolution/viewfinder 3-inch LCD, 460K dots/electronicLens (zoom, aperture, focal length) 24x, f3.3-5.7, 25-600mm (35mm equivalent)File format (still/video) JPEG, raw (.RW2)/AVCHD (.MTS)Highest resolution size (still/video) 4,320x3,240 pixels/ 1,920x1,080 at 30fps (interlaced; 19Mbps), 1,280x720 at 30fps (progressive; 17Mbps)Image stabilization type Optical and digitalBattery type, CIPA rated life Li-ion rechargeable, 410 shotsBattery charged in camera No; external charger suppliedStorage media SD/SDHC/SDXCBundled software Photofunstudio 5.2 HD Edition (Windows), SilkyPix Developer Studio 3.1 SE (Windows, Mac)Read more: (...)",CS,P
650,1157,1157,178,178,compression,20,13,3634688,B003WJR68U,Panasonic Lumix DMC-FZ100,"), but that requires some effort.High quality jpeg is more than adequate for general use.Then again, for a DSLR  to get 600mm, you are lugging a small cannon around ( and kit lens) and a 300mm (at >double the cost for package), just won't give you as good an image when blown up by 1.33x to give equivalent image blowup.The controls are VERY user friendly, and there are many options/settings of values ...the image stability function is amazing.One button movies is the way to go.Movies are first rate in HD, even in marginal lighting ...slide show w/HDMI connection (cable costs $4) is spectacular.With 16GB, class 10 SDHC, you can get over 2 hours of 1080i movies.Everyone on forum are complaining about proprietary ""chipped"" battery selling for $50 and rightfully so...clones @ $15 (Power 2000) work but have some camera features disabled.",CS,P
651,1158,1158,1293,1293,compression,20,12,6289506,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,Forget about using any kind of extended zoom like I-Zoom because the compression noise was terrible.,CS,N
652,1160,1160,1296,1296,compression,20,12,6289510,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"Perhaps I got a bad unit--I might try another one just in case that's what happened, but I think I'll wait until it's been on the market for a while--see if they make any adjustments regarding color accuracy and JPEG quality.Added October 4, 2012I stopped at National Camera Exchange and with their help, compared the image quality of the FZ200 with another less expensive camera (the Canon SX500 IS--just $299 at Amazon).",CS,N
653,1171,1171,1289,1289,compression,20,12,6289363,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"...how this FZ200 performs under the most punishing possible conditions: Very low light, all shakily hand-held, JPEG, most of these extended or digital zoom, no flash EVER, ""threading-the-needle"" manual focus through both windows and screens, moving car, TV screen shots, amateur photographer at the wheel, and decide for yourself if this fits your needs:I guess you need to hit COMMENT to request the link, after which you simply COPY AND PASTE to the address bar, single click on ALBUMS, single click on one of the first two albums, click on Photo Details, and right cursor your way through.",CS,P
654,1173,1173,1291,1291,compression,20,12,6289458,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,My first JPEGs were bright and sharp enough for my tastes and the ability to capture both JPEG and RAW at the same time is a really nice feature.,CS,P
655,1175,1175,1295,1295,compression,20,12,6289510,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"There are a lot of things I like about the camera (size, controls, features, lens speed) but after a couple of hundred shots comparing the FZ200 with five other cameras, there were four things that caused it to go back.1) A consistent cool bluish tint on outdoor pictures.2) A frequent reddish tint on indoor pictures taken with flash.3) Blowout/loss of detail of light colored items in high-contrast situations.4) Image quality when cropping and enlarging elements of a photo.The other cameras I was comparing with the FZ200 were:* An old 8 megapixel Canon S5IS* A newish Canon EOS Rebel T3i* New Nikon P510* New Canon SX40 HS* New Fujifilm HS30 EXRIn my testing, all five of the other cameras performed much better in regard to color accuracy (items 1 and 2 above), and were also better in regard to image quality (items 3 & 4 above) when processing JPEGs.",CS,P
656,1176,1176,1297,1297,compression,20,12,6289510,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"Much to their surprise, they too found that when enlarging the JPEG image, the little Canon had better image quality than the FZ200.",CS,P
657,1177,1177,1734,1734,compression,20,11,6289197,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"at all zooms it is 2.8f-stop which means it lets in a lot of light to the sensor.the video encoding on here is amazingly smooth and produces nice small files depending on your settings... NICE, or you can have huge freaking low loss compression files, this camera leaves a lot of decisions for you.",CS,P
658,1178,1178,1737,1737,compression,20,11,6289215,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"The advantages are that: (1) you get the extra zoom view of the bird for better seeing, exposure, focus, (2) you get a raw file, (3) No wasted time switching in and out of EZ zoom settings (which is jpeg only).",CS,P
659,1179,1179,1738,1738,compression,20,11,6289215,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"Sometimes the iZoom jpeg files look darn good but mostly use the raw files to avoid artifacts and get more detail, recoverability of blown highlights, etc.",CS,P
660,1181,1181,1741,1741,compression,20,11,6289296,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,But if I compare the JPEGS from this FZ200 sensor to the DX sensor in my Nikon 5200 (or my Nikon D90) or to my old Lumix 4/3's GF1 sensor - this sensor still feels like just a point-n-shoot sensor IMHO.,CS,P
661,1182,1182,1743,1743,compression,20,11,6289472,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"My prior cameras have include compact digicams but also some more expensive cameras (SLR's)  I would consider myself an avid photographer (not a professional) and this camera's purpose was to get back into serious photography.key specifications&#8226;24x 25-600mm equivalent lens with F2.8 across the zoom range&#8226;12.1-megapixel High Sensitivity MOS sensor&#8226;12 fps continuous shooting&#8226;High Speed Video at 120 fps (HD) or 240 fps (VGA)&#8226;1080 60p video recording in AVCHD or MP4 formats&#8226;0.2-inch EVF (Electronic View Finder) with 1,312,000 dot equivalent resolution&#8226;3.0-inch, free-angle 460,000-dot LCD screen&#8226;Panorama Shot mode&#8226;RAW and RAW+JPEG data recording optionNow that I've used the camera close over 5 months, I can say that I'm very happy with it.",CS,P
662,1183,1183,2399,2399,compression,20,1,6289431,B008MB6ZX0,Panasonic Lumix DMC-FZ200 ,"No microphone jack like if you want to use one from a boom box, per se, but a remote mic input for a proprietary mic you mount atop the hot shoe.RAW photo quality is about the same as the JPEG, just a smidgen worse, actually.",CS,P
663,1185,1185,34,34,compression,20,13,2631882,B002IKLJU0,Panasonic Lumix DMC-FZ35 ,"I could go on detailing, but so far i've found only two remarks - the camera doesn't shoot 3 RAWs for HDR as I hoped, instead it shoots 3 JPEGs; and pic quality is not that good in artificial light (except if not VERY bright).",CS,P
664,1187,1187,880,880,compression,20,12,4897859,B005F25IL4,Panasonic Lumix DMC-FZ47K ,I'm not going to look up their branded codec compression abbreviation but it works flawlessly and it was superb for my son to immediately watch his plays from a few minutes ago.I would recommend this to anyone with kids wanting to capture a sports event.,CS,P
665,1196,1196,2549,2549,compression,20,1,7472765,B00DY2Y28M,Panasonic LUMIX DMC-FZ70 ,"I am not sure why the Panasonic with 10X more optical zoom is identical to the Canon's 50X optical zoom for 1200mm zoom power.Other good points include, nice-sized fixed-type LCD viewfinder on the backside, , easy to use menu, pretty easy to use, looks very well built and looks very professional, feels very good while taking photos, it can take RAW or JPEG photos, decent battery life & finally takes a decent photo with minimal zoom usage outdoors.",CS,P
666,1198,1198,123,123,compression,20,13,3186116,B003AOAXJQ,Panasonic Lumix DMC-G10,"Jpegs are crisp, and the RAW pics are a joy to edit in perature.Nice to have a eye piece viewer for when the sun is bright, but the 3"" screen gets most of the use.",CS,P
667,1200,1200,125,125,compression,20,13,3186128,B003AOAXJQ,Panasonic Lumix DMC-G10,"Looks more realistic, kind of like Nikon jpegs.",CS,P
668,1201,1201,127,127,compression,20,13,3186128,B003AOAXJQ,Panasonic Lumix DMC-G10,Developing color film was not within my capability - sending in film and getting back prints is kind of like shooting JPEG images.,CS,P
669,1202,1202,128,128,compression,20,13,3186128,B003AOAXJQ,Panasonic Lumix DMC-G10,"The images I get out of the G10 are better in several ways - lower noise, more control over depth of field, using raw is a joy - ""developing"" color images to MAKE a jpeg is still amazing and wonderful to me.And - I have to say the electronic view finder is much better than the one on the FZ7.",CS,P
670,1203,1203,526,526,compression,20,13,4609688,B005058B6A,Panasonic LUMIX DMC-G3,"Now I don't have to carry my heavy Canon camera+lens or settle for an Elph to get some decent pictures of the family on a day trip.In comparison to the PEN E-PL2, IMO the jpegs in the Olympus are better with the the 20mm prime.",CS,P
671,1204,1204,527,527,compression,20,13,4609707,B005058B6A,Panasonic LUMIX DMC-G3,"Jpeg images are acceptable for web use, raw images look much better in print, especially when shooting landscapes.",CS,P
672,1206,1206,41,41,compression,20,13,2720452,B002MUAEX4,Panasonic Lumix DMC-GF1,Definitely the best Camera I ever come across.The picture is so sharp and clear.I like the jpeg color although people have said it is less saturated.I have switched to a Canon 550D and prefer the GF1 by miles.I kick myself everyday for selling my GF1 + 20mm lens.The Canon 550D with kit lens is inferior.The Canon 550D with 50mm 1.8 II is blur most of the time when shot wide open f1.8I've to shoot it at f3.5 for pictures to be acceptable.I've to written to Canon but no help there.,CS,P
673,1207,1207,354,354,compression,20,13,3979457,B004A8ZQJS,Panasonic Lumix DMC-GF2 ,"Editing it out in Premiere was quick and easy, compression wasn't too bad, and quality was better than decent for production.",CS,P
674,1208,1208,764,764,compression,20,12,3979463,B004A8ZQJS,Panasonic Lumix DMC-GF2 ,"Photos taken in RAW format is great(DSLR quality), always better than JPEG format.",CS,P
675,1212,1212,854,854,compression,20,12,4700000,B0054YV934,Panasonic Lumix DMC-GF3CT,"Moving up the ISO scale, I can confidently shoot up to ISO 1600 before I start to see noticeable noise in the camera's JPEGs.",CS,N
676,1214,1214,856,856,compression,20,12,4731462,B0056ENTVC,Panasonic Lumix DMC-GF3KK ,"Of course, should you want to exploit the fast burst mode on sporting events, you'll need to acuire a longer zoom.Having the photos in ""Raw"" format as well as JPEG is useful to manipulate your photos beyond rescaling and red eye.The battery life is excellente as well allowing you leave the grid for various days even when using the camera extensively.What could be improved is the flash.",CS,P
677,1217,1217,1497,1497,compression,20,11,3851163,B0043VE26U,Panasonic Lumix DMC-GH2,"Of course, if you are shooting RAW you can get away with a bit more but highlight clipping is clipping and for the general shooter using Jpegs out of the camera seeing what the final output will look like is a great aid.Anyway, I bought the camera for its video capabilities which I am still suprised aren't as well known as I would think.",CS,P
